LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1658855203.239175,156768,23454,1,HR,1,100,28
1658855231.741006,184568,27944,1,HR,1,100,25
1658855233.318859,186107,28164,1,HR,1,100,26
1658855238.628607,191286,29019,1,HR,1,100,24
1658855240.566321,193176,29320,1,HR,1,100,25
1658855244.957449,197459,30035,1,HR,1,100,24
1658855260.536058,212654,32498,1,HR,1,100,22
1658855263.191444,215244,32920,1,HR,1,100,22
1658855263.998312,216031,33056,1,HR,1,100,28
1658855266.019072,218002,33373,1,HR,1,100,28
1658855267.350866,219301,33594,1,HR,1,100,30
1658855268.383288,220308,33761,1,HR,1,100,33
1658855270.087247,221970,34028,1,HR,1,100,34
1658855274.310234,226089,34699,1,HR,1,100,31
1658855276.276655,228007,35013,1,HR,1,100,31
1658855281.924734,233516,35896,1,HR,1,100,29
1658855288.087486,239527,36875,1,HR,1,100,27
1658855304.182819,255226,39407,1,HR,1,100,24
1658855316.511399,267251,41350,1,HR,1,100,22
1658855326.819219,277305,42963,1,HR,1,100,20
1658855330.413731,280811,43532,1,HR,1,100,19
1658855341.839069,291955,45221,1,HR,1,100,18
1658855344.386805,294440,45619,1,HR,1,100,19
1658855346.274282,296281,45925,1,HR,1,100,20
1658855348.050008,298013,46197,1,HR,1,100,22
1658855349.782673,299703,46464,1,HR,1,100,23
1658855353.646824,303472,47068,1,HR,1,100,22
1658855355.341555,305125,47334,1,HR,1,100,24
1658855357.000403,306743,47590,1,HR,1,100,25
1658855360.249407,309912,48106,1,HR,1,100,25
1658855361.547368,311178,48310,1,HR,1,100,27
1658855362.753057,312354,48504,1,HR,1,100,30
1658855376.962963,326214,50764,1,HR,1,100,27
1658855379.341533,328534,51135,1,HR,1,100,27
1658855381.676017,330811,51500,1,HR,1,100,27
1658855382.483911,331599,51636,1,HR,1,100,32
1658855383.365622,332459,51777,1,HR,1,100,37
1658855384.336530,333406,51925,1,HR,1,100,40
1658855385.953342,334983,52192,1,HR,1,100,39
1658855387.556827,336547,52441,1,HR,1,100,39
1658855402.342921,350969,54755,1,HR,1,100,35
1658855407.057000,355567,55505,1,HR,1,100,32
1658855417.807727,366053,57199,1,HR,1,100,29
1658855428.276511,376264,58852,1,HR,1,100,26
1658855442.788864,390419,61133,1,HR,1,100,24
1658855444.688645,392272,61448,1,HR,1,100,25
1658855445.778481,393335,61615,1,HR,1,100,28
1658855447.093871,394618,61821,1,HR,1,100,30
1658855448.263677,395759,62005,1,HR,1,100,33
1658855451.210233,398633,62487,1,HR,1,100,31
1658855453.776423,401136,62873,1,HR,1,100,31
1658855457.370934,404642,63430,1,HR,1,100,29
1658855458.464872,405709,63619,1,HR,1,100,32
1658855460.908032,408092,64003,1,HR,1,100,31
1658855461.473968,408644,64106,1,HR,1,100,40
1658855465.109489,412190,64657,1,HR,1,100,37
1658855488.095499,434610,2742,1,HR,1,100,33
1658855490.761137,437210,3162,1,HR,1,100,32
1658855514.159295,460032,6832,1,HR,1,100,29
1658855521.976794,467657,8048,1,HR,1,100,26
1658855526.766742,472329,8800,1,HR,1,100,24
1658855582.638533,526825,17620,1,HR,1,100,22
1658855623.990794,567159,24185,1,HR,1,100,19
1658855625.081656,568223,24357,1,HR,1,100,24
1658855628.108181,571175,24837,1,HR,1,100,23
1658855651.154680,593654,28499,1,HR,1,100,21
1658855686.528733,628157,34089,1,HR,1,100,19
1658855793.348061,732346,50758,1,HR,1,100,16
1658855826.425563,764609,55903,1,HR,1,100,15
1658855829.704299,767807,56417,1,HR,1,100,15
1658855831.468747,769528,56685,1,HR,1,100,17
1658855833.773499,771776,57052,1,HR,1,100,18
1658855835.491812,773452,57324,1,HR,1,100,20
1658855838.354297,776244,57771,1,HR,1,100,20
1658855842.997635,780773,58428,1,HR,1,100,20
1658855844.004427,781755,58595,1,HR,1,100,24
1658855847.222673,784894,59099,1,HR,1,100,24
1658855850.560873,788150,59629,1,HR,1,100,23
1658855855.035045,792514,60344,1,HR,1,100,22
1658855861.157813,798486,61309,1,HR,1,100,20
1658855876.546751,813496,63707,1,HR,1,100,19
1658855881.138827,817975,64440,1,HR,1,100,18
1658855886.266081,822976,65255,1,HR,1,100,17
1658855887.960812,824629,65509,1,HR,1,100,19
1658855891.005792,827599,468,1,HR,1,100,19
1658855893.234676,829773,821,1,HR,1,100,20
1658855914.863260,850869,4257,1,HR,1,100,18
1658855915.787006,851770,4407,1,HR,1,100,24
1658855937.759048,873201,7892,1,HR,1,100,21
1658855939.168760,874576,8124,1,HR,1,100,24
1658855953.379691,888437,10383,1,HR,1,100,22
1658855962.337263,897174,11814,1,HR,1,100,20
1658855993.229968,927306,16726,1,HR,1,100,18
1658856014.396166,947951,20076,1,HR,1,100,16
1658856032.836235,965937,22968,1,HR,1,100,14
1658856115.369542,1046438,35926,1,HR,1,100,13
1658856164.443954,1094304,43560,1,HR,1,100,11
1658856166.937351,1096736,43948,1,HR,1,100,13
1658856179.663727,1109149,45941,1,HR,1,100,12
1658856189.097013,1118350,47419,1,HR,1,100,11
1658856200.502871,1129475,49210,1,HR,1,100,11
1658856206.593856,1135416,50188,1,HR,1,100,11
1658856215.701114,1144299,51602,1,HR,1,100,10
1658856217.988437,1146530,51969,1,HR,1,100,12
1658856227.417622,1155727,53434,1,HR,1,100,11
1658856229.754157,1158006,53773,1,HR,1,100,13
1658856287.173044,1214011,62592,1,HR,1,100,12
1658856293.341948,1220028,63561,1,HR,1,100,11
1658856301.440364,1227927,64839,1,HR,1,100,11
1658856308.423312,1234738,388,1,HR,1,100,11
1658856332.196710,1257926,4153,1,HR,1,100,10
1658856338.311276,1263890,5115,1,HR,1,100,10
1658856343.476464,1268928,5932,1,HR,1,100,10
1658856352.015735,1277257,7279,1,HR,1,100,10
1658856354.031368,1279223,7611,1,HR,1,100,12
1658856355.517975,1280673,7848,1,HR,1,100,15
1658856356.974849,1282094,8082,1,HR,1,100,19
1658856358.379436,1283464,8298,1,HR,1,100,21
1658856378.012891,1302614,11406,1,HR,1,100,19
1658856385.658149,1310071,12613,1,HR,1,100,18
1658856393.729908,1317944,13895,1,HR,1,100,17
1658856430.714623,1354018,19707,1,HR,1,100,15
1658856444.818928,1367775,21916,1,HR,1,100,14
1658856446.673598,1369584,22198,1,HR,1,100,16
1658856482.729439,1404752,27910,1,HR,1,100,14
1658856485.103909,1407068,28273,1,HR,1,100,16
1658856496.030977,1417726,30015,1,HR,1,100,14
1658856510.978035,1432305,32344,1,HR,1,100,13
1658856519.358394,1440479,33647,1,HR,1,100,12
1658856521.370951,1442442,33962,1,HR,1,100,15
1658856534.837554,1455577,36058,1,HR,1,100,13
1658856536.558941,1457256,36340,1,HR,1,100,16
1658856538.018891,1458680,36558,1,HR,1,100,19
1658856541.886118,1462452,37160,1,HR,1,100,19
1658856552.678880,1472979,38855,1,HR,1,100,17
1658856569.402688,1489291,41466,1,HR,1,100,15
1658856580.462014,1500078,43194,1,HR,1,100,14
1658856613.851191,1532645,48369,1,HR,1,100,13
1658856634.073138,1552369,51522,1,HR,1,100,12
1658856640.555767,1558692,52537,1,HR,1,100,11
1658856709.019626,1625470,63112,1,HR,1,100,10
1658856729.657823,1645600,756,1,HR,1,100, 9
1658856766.236540,1681278,6475,1,HR,1,100, 8
1658856772.606391,1687491,7487,1,HR,1,100, 8
1658856784.686862,1699274,9414,1,HR,1,100, 8
1658856785.461947,1700030,9549,1,HR,1,100,16
1658856791.381716,1705804,10469,1,HR,1,100,16
1658856801.239454,1715419,12030,1,HR,1,100,15
1658856821.585455,1735264,15269,1,HR,1,100,13
1658856864.539150,1777160,22099,1,HR,1,100,12
1658856868.933354,1781446,22799,1,HR,1,100,12
1658856880.414055,1792644,24629,1,HR,1,100,11
1658856894.922308,1806795,26919,1,HR,1,100,10
1658856901.654071,1813361,27985,1,HR,1,100,10
1658856911.473875,1822939,29565,1,HR,1,100,10
1658856929.935474,1840946,32463,1,HR,1,100, 9
1658856970.376292,1880391,38818,1,HR,1,100, 8
1658856972.673868,1882632,39184,1,HR,1,100,10
1658856984.771768,1894432,41074,1,HR,1,100,10
1658856991.017565,1900524,42065,1,HR,1,100,10
1658857006.000505,1915138,44424,1,HR,1,100, 9
1658857009.028056,1918091,44891,1,HR,1,100,10
1658857010.435719,1919464,45123,1,HR,1,100,14
1658857017.577580,1926430,46227,1,HR,1,100,13
1658857028.772238,1937349,48002,1,HR,1,100,13
1658857029.530920,1938089,48120,1,HR,1,100,20
1658857030.835033,1939361,48320,1,HR,1,100,23
1658857034.528993,1942964,48890,1,HR,1,100,23
1658857047.792597,1955901,50981,1,HR,1,100,21
1658857055.313800,1963237,52163,1,HR,1,100,19
1658857056.775800,1964663,52397,1,HR,1,100,22
1658857066.610982,1974256,53943,1,HR,1,100,20
1658857090.211114,1997275,57638,1,HR,1,100,18
1658857092.180611,1999196,57926,1,HR,1,100,19
1658857095.783324,2002710,58490,1,HR,1,100,19
1658857097.349900,2004238,58746,1,HR,1,100,21
1658857125.471365,2031667,63114,1,HR,1,100,19
1658857145.136603,2050848,654,1,HR,1,100,17
1658857161.963961,2067261,3272,1,HR,1,100,16
1658857166.239236,2071431,3939,1,HR,1,100,15
1658857172.612164,2077647,4955,1,HR,1,100,15
1658857192.662894,2097204,8081,1,HR,1,100,13
1658857196.695186,2101137,8715,1,HR,1,100,14
1658857198.994812,2103380,9079,1,HR,1,100,15
1658857255.438690,2158434,18051,1,HR,1,100,13
1658857298.996255,2200919,24973,1,HR,1,100,12
1658857307.614470,2209325,26360,1,HR,1,100,11
1658857310.558976,2212197,26827,1,HR,1,100,12
1658857335.735936,2236754,30828,1,HR,1,100,11
1658857341.350181,2242230,31716,1,HR,1,100,11
1658857378.700908,2278661,37580,1,HR,1,100,10
1658857379.621579,2279559,37719,1,HR,1,100,17
1658857384.573516,2284389,38519,1,HR,1,100,16
1658857396.661163,2296179,40403,1,HR,1,100,15
1658857397.591061,2297086,40553,1,HR,1,100,21
1658857402.062157,2301447,41274,1,HR,1,100,20
1658857405.404459,2304707,41803,1,HR,1,100,20
1658857408.598099,2307822,42306,1,HR,1,100,20
1658857409.513644,2308715,42456,1,HR,1,100,25
1658857410.361522,2309542,42589,1,HR,1,100,30
1658857411.935274,2311077,42830,1,HR,1,100,31
1658857419.311917,2318272,43989,1,HR,1,100,29
1658857428.103399,2326847,45361,1,HR,1,100,26
1658857429.591031,2328298,45593,1,HR,1,100,28
1658857433.979082,2332578,46298,1,HR,1,100,26
1658857436.073659,2334621,46629,1,HR,1,100,26
1658857439.016114,2337491,47083,1,HR,1,100,26
1658857443.655351,2342016,47814,1,HR,1,100,24
1658857470.411189,2368113,52000,1,HR,1,100,22
1658857473.721708,2371342,52514,1,HR,1,100,21
1658857504.954793,2401806,57434,1,HR,1,100,19
1658857511.358478,2408052,58442,1,HR,1,100,18
1658857520.826622,2417287,59950,1,HR,1,100,16
1658857526.584403,2422903,60850,1,HR,1,100,16
1658857527.366665,2423666,60958,1,HR,1,100,23
1658857529.421257,2425670,61288,1,HR,1,100,24
1658857545.092139,2440955,63757,1,HR,1,100,22
1658857546.855561,2442675,64038,1,HR,1,100,23
1658857553.716506,2449367,65108,1,HR,1,100,21
1658857581.282287,2476254,3861,1,HR,1,100,19
1658857584.911657,2479794,4445,1,HR,1,100,19
1658857586.364430,2481211,4661,1,HR,1,100,22
1658857588.087868,2482892,4943,1,HR,1,100,23
1658857600.458483,2494958,6913,1,HR,1,100,21
1658857602.998017,2497435,7317,1,HR,1,100,21
1658857603.853072,2498269,7453,1,HR,1,100,27
1658857626.848309,2520698,11118,1,HR,1,100,24
1658857629.877910,2523653,11603,1,HR,1,100,24
1658857630.719636,2524474,11736,1,HR,1,100,29
1658857682.707797,2575182,19944,1,HR,1,100,26
1658857687.216827,2579580,20598,1,HR,1,100,25
1658857691.692025,2583945,21299,1,HR,1,100,23
1658857692.538878,2584771,21433,1,HR,1,100,29
1658857696.805951,2588933,22101,1,HR,1,100,27
1658857700.676253,2592708,22720,1,HR,1,100,26
1658857708.974592,2600802,24024,1,HR,1,100,24
1658857711.839129,2603596,24478,1,HR,1,100,23
1658857712.730067,2604465,24612,1,HR,1,100,29
1658857714.299719,2605996,24861,1,HR,1,100,30
1658857715.150673,2606826,24995,1,HR,1,100,35
1658857720.756716,2612294,25877,1,HR,1,100,32
1658857722.930237,2614414,26231,1,HR,1,100,31
1658857724.693660,2616134,26513,1,HR,1,100,32
1658857727.998027,2619357,27055,1,HR,1,100,30
1658857749.892149,2640712,30484,1,HR,1,100,27
1658857751.455649,2642237,30735,1,HR,1,100,28
1658857763.302363,2653792,32615,1,HR,1,100,26
1658857799.940545,2689528,38358,1,HR,1,100,23
1658857804.817639,2694285,39113,1,HR,1,100,21
1658857807.680125,2697077,39568,1,HR,1,100,21
1658857809.208766,2698568,39802,1,HR,1,100,24
1658857822.536961,2711568,41867,1,HR,1,100,21
1658857847.455558,2735873,45769,1,HR,1,100,19
1658857867.509365,2755433,48903,1,HR,1,100,17
1658857872.635593,2760433,49717,1,HR,1,100,17
1658857874.050432,2761813,49922,1,HR,1,100,20
1658857875.444767,2763173,50139,1,HR,1,100,22
1658857877.109766,2764797,50406,1,HR,1,100,24
1658857880.175250,2767787,50879,1,HR,1,100,24
1658857894.948016,2782196,53190,1,HR,1,100,21
1658857897.941733,2785116,53657,1,HR,1,100,21
1658857913.811512,2800595,56135,1,HR,1,100,19
1658857914.662466,2801425,56269,1,HR,1,100,25
1658857916.914931,2803622,56606,1,HR,1,100,25
1658857929.421904,2815821,58557,1,HR,1,100,23
1658857932.550953,2818873,59045,1,HR,1,100,23
1658857933.364999,2819667,59179,1,HR,1,100,29
1658857943.031015,2829095,60685,1,HR,1,100,26
1658857953.672041,2839474,62330,1,HR,1,100,24
1658857954.838770,2840612,62528,1,HR,1,100,27
1658857957.908356,2843606,63000,1,HR,1,100,26
1658857958.712149,2844390,63119,1,HR,1,100,32
1658857976.388410,2861631,374,1,HR,1,100,29
1658857977.279349,2862500,510,1,HR,1,100,33
1658857981.677653,2866790,1195,1,HR,1,100,31
1658857983.045331,2868124,1411,1,HR,1,100,32
1658857997.312650,2882040,3612,1,HR,1,100,29
1658858003.959318,2888523,4628,1,HR,1,100,27
1658858007.251382,2891734,5119,1,HR,1,100,26
1658858026.154863,2910172,8117,1,HR,1,100,23
1658858027.736817,2911715,8365,1,HR,1,100,25
1658858028.528307,2912487,8499,1,HR,1,100,31
1658858030.032342,2913954,8732,1,HR,1,100,32
1658858030.880221,2914781,8867,1,HR,1,100,37
1658858033.492547,2917329,9270,1,HR,1,100,35
1658858045.210080,2928758,11129,1,HR,1,100,32
1658858054.247621,2937573,12560,1,HR,1,100,29
1658858061.772925,2944913,13755,1,HR,1,100,26
1658858067.856733,2950847,14718,1,HR,1,100,24
1658858072.451885,2955329,15451,1,HR,1,100,23
1658858075.394340,2958199,15904,1,HR,1,100,23
1658858079.020634,2961736,16489,1,HR,1,100,22
1658858081.434062,2964090,16871,1,HR,1,100,22
1658858091.351264,2973763,18433,1,HR,1,100,20
1658858096.384196,2978672,19226,1,HR,1,100,19
1658858098.563868,2980798,19574,1,HR,1,100,20
1658858099.371762,2981586,19708,1,HR,1,100,27
1658858110.725333,2992660,21497,1,HR,1,100,24
1658858131.367630,3012794,24751,1,HR,1,100,22
1658858137.208455,3018491,25683,1,HR,1,100,20
1658858138.688910,3019935,25917,1,HR,1,100,23
1658858144.011986,3025127,26764,1,HR,1,100,21
1658858145.418623,3026499,26996,1,HR,1,100,24
1658858149.811801,3030784,27696,1,HR,1,100,23
1658858153.072082,3033964,28219,1,HR,1,100,22
1658858155.134877,3035976,28550,1,HR,1,100,23
1658858167.416295,3047955,30481,1,HR,1,100,21
1658858168.306209,3048823,30622,1,HR,1,100,27
1658858169.187920,3049683,30772,1,HR,1,100,31
1658858173.742061,3054125,31489,1,HR,1,100,29
1658858176.071420,3056397,31855,1,HR,1,100,29
1658858176.805496,3057113,31971,1,HR,1,100,35
1658858177.821514,3058104,32138,1,HR,1,100,38
1658858179.334777,3059580,32393,1,HR,1,100,38
1658858180.632738,3060846,32560,1,HR,1,100,39
1658858182.197263,3062372,32781,1,HR,1,100,39
1658858184.137028,3064264,33088,1,HR,1,100,38
1658858185.705654,3065794,33338,1,HR,1,100,38
1658858187.920185,3067954,33702,1,HR,1,100,37
1658858188.850083,3068861,33835,1,HR,1,100,40
1658858191.071790,3071028,34190,1,HR,1,100,39
1658858197.155598,3076962,35154,1,HR,1,100,35
1658858217.103804,3096419,38263,1,HR,1,100,32
1658858219.584899,3098839,38681,1,HR,1,100,31
1658858221.282706,3100495,38935,1,HR,1,100,31
1658858222.204402,3101394,39086,1,HR,1,100,35
1658858224.509154,3103642,39451,1,HR,1,100,34
1658858225.799938,3104901,39671,1,HR,1,100,36
1658858236.104683,3114952,41279,1,HR,1,100,32
1658858236.995622,3115821,41421,1,HR,1,100,36
1658858238.536566,3117324,41671,1,HR,1,100,37
1658858243.045597,3121722,42386,1,HR,1,100,34
1658858244.459411,3123101,42602,1,HR,1,100,35
1658858253.398528,3131820,44015,1,HR,1,100,32
1658858256.410700,3134758,44501,1,HR,1,100,30
1658858257.219619,3135547,44633,1,HR,1,100,36
1658858274.062356,3151975,47273,1,HR,1,100,32
1658858275.630982,3153505,47520,1,HR,1,100,33
1658858277.287779,3155121,47786,1,HR,1,100,33
1658858288.568558,3166124,49550,1,HR,1,100,30
1658858291.553048,3169035,50020,1,HR,1,100,29
1658858294.408357,3171820,50472,1,HR,1,100,28
1658858298.076687,3175398,51059,1,HR,1,100,26
1658858303.394636,3180585,51907,1,HR,1,100,25
1658858310.532397,3187547,53011,1,HR,1,100,23
1658858312.907891,3189864,53391,1,HR,1,100,23
1658858322.180214,3198908,54854,1,HR,1,100,21
1658858324.443956,3201116,55205,1,HR,1,100,22
1658858325.317466,3201968,55355,1,HR,1,100,27
1658858331.131634,3207639,56271,1,HR,1,100,25
1658858333.377948,3209830,56621,1,HR,1,100,25
1658858334.142781,3210576,56753,1,HR,1,100,32
1658858334.908639,3211323,56871,1,HR,1,100,37
1658858336.398321,3212776,57109,1,HR,1,100,38
1658858342.444196,3218673,58044,1,HR,1,100,34
1658858350.257593,3226294,59276,1,HR,1,100,31
1658858351.105471,3227121,59408,1,HR,1,100,36
1658858352.037420,3228030,59559,1,HR,1,100,39
1658858352.919131,3228890,59684,1,HR,1,100,43
1658858353.812120,3229761,59833,1,HR,1,100,46
1658858354.701008,3230628,59967,1,HR,1,100,48
1658858355.501725,3231409,60100,1,HR,1,100,52
1658858356.466481,3232350,60251,1,HR,1,100,53
1658858357.968466,3233815,60474,1,HR,1,100,51
1658858359.285907,3235100,60692,1,HR,1,100,51
1658858360.942704,3236716,60956,1,HR,1,100,49
1658858362.601552,3238334,61229,1,HR,1,100,48
1658858363.439178,3239151,61347,1,HR,1,100,50
1658858364.256298,3239948,61481,1,HR,1,100,53
1658858365.064192,3240736,61613,1,HR,1,100,56
1658858365.818773,3241472,61732,1,HR,1,100,59
1658858367.310505,3242927,61966,1,HR,1,100,56
1658858370.864007,3246393,62532,1,HR,1,100,52
1658858372.265518,3247760,62748,1,HR,1,100,51
1658858377.224632,3252597,63513,1,HR,1,100,46
1658858378.557451,3253897,63735,1,HR,1,100,46
1658858383.597559,3258813,64527,1,HR,1,100,42
1658858391.443765,3266466,211,1,HR,1,100,38
1658858392.258835,3267261,345,1,HR,1,100,42
1658858393.108764,3268090,479,1,HR,1,100,46
1658858394.672263,3269615,735,1,HR,1,100,45
1658858399.508348,3274332,1484,1,HR,1,100,41
1658858401.193851,3275976,1750,1,HR,1,100,40
1658858404.146559,3278856,2213,1,HR,1,100,38
1658858406.228833,3280887,2555,1,HR,1,100,37
1658858409.985334,3284551,3137,1,HR,1,100,35
1658858412.283935,3286793,3502,1,HR,1,100,34
1658858413.083626,3287573,3620,1,HR,1,100,38
1658858433.350684,3307341,6784,1,HR,1,100,34
1658858436.737070,3310644,7321,1,HR,1,100,32
1658858440.610449,3314422,7931,1,HR,1,100,30
1658858442.990044,3316743,8318,1,HR,1,100,30
1658858448.994908,3322600,9249,1,HR,1,100,27
1658858450.803442,3324364,9548,1,HR,1,100,28
1658858460.478686,3333801,11085,1,HR,1,100,26
1658858462.459460,3335733,11409,1,HR,1,100,26
1658858464.418705,3337644,11725,1,HR,1,100,27
1658858465.351679,3338554,11874,1,HR,1,100,31
1658858467.002324,3340164,12140,1,HR,1,100,32
1658858467.848152,3340989,12279,1,HR,1,100,37
1658858470.029875,3343117,12626,1,HR,1,100,36
1658858472.282340,3345314,12992,1,HR,1,100,34
1658858473.822259,3346816,13245,1,HR,1,100,35
1658858474.653733,3347627,13381,1,HR,1,100,39
1658858477.646425,3350546,13843,1,HR,1,100,37
1658858480.507886,3353337,14296,1,HR,1,100,35
1658858481.990391,3354783,14546,1,HR,1,100,36
1658858483.412407,3356170,14767,1,HR,1,100,37
1658858485.248622,3357961,15050,1,HR,1,100,36
1658858487.627192,3360281,15430,1,HR,1,100,35
1658858492.263354,3364803,16185,1,HR,1,100,32
1658858500.920529,3373247,17569,1,HR,1,100,29
1658858501.770457,3374076,17701,1,HR,1,100,34
1658858502.629613,3374914,17836,1,HR,1,100,39
